NC,ponderab,edad,edadr,sexo,dep,prov,dist,macrozona,zona2,ambito2,zonali1,zonali2,region,ur,ambito,hogar,hijos18,edu,edu2,edupadre,edupadre2,edumadre,edumadre2,origen,ocupa,ocupa2,NSE,NSE1,NSE2,P01,P02,P02a,P03,P03a,P05,P05a,P06,P06a,P07,P08,P09,P09a,P10,P12,p12a,P13,P14,P15,yhogar,yhogar_pc1,yhogar_pc2,P16,P16a,P16b,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P28a,P29,P29a,P30,P30a,P32,P32a,P33,P34,P35,P36,P37,P37otros,P37a,P37b,P38,P38a,P38b,etnicidad,etnicidad2,lengua,lengua2,ideología,ideología2
201297547,0.892026131,29,2,1,13,1301,130101,2,2,2,,,1,1,2,1,2,7,2,99,99,4,1,1,1,1,5,3,2,5,5,2,3,1,4,1,8,3,4,1,4,1,5,3,2,1,,2500,3,2500,4,3,2,2,2,1,1,1,1,1,1,1,3,3,1,8,3,9,3,5,2,5,2,1,1,1,1,77,LA CALIDAD DE VIDA DE LA GENTE EN EXTREMA POBREZA,3,3,5,2,2,2,2,7,2,10,3
201297329,0.860527929,38,2,2,14,1401,140108,2,2,2,,,1,1,2,7,1,2,1,3,1,3,1,1,6,2,8,5,3,3,9,3,10,3,10,3,2,1,,2,4,1,2,3,2,1,3,4000,4,571.43,3,4,2,3,3,1,1,4,3,3,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,"",5,5,1,1,1,98,4,,,10,3
201294768,0.874398828,61,3,2,22,2208,220809,5,8,2,,,3,1,2,5,2,2,1,5,1,5,1,1,5,2,8,5,3,4,5,2,6,2,5,2,5,2,3,1,4,1,3,3,2,2,,700,1,140,1,2,1,1,3,1,3,3,4,3,1,1,1,1,1,4,1,6,2,8,3,7,3,2,2,2,2,77,LAS ZONAS RURALES,7,77,10,3,3,7,3,7,2,4,1
201294571,1.232805175,49,3,1,12,1203,120301,5,8,2,,,3,2,3,1,2,4,1,3,1,1,1,1,1,1,8,5,3,3,1,1,10,3,5,2,10,3,3,1,4,1,2,2,2,1,,1000,1,1000,4,4,2,3,1,1,1,3,3,1,3,1,1,1,2,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,1,1,1,2,2,7,2,1,1
201293468,1.390799054,19,1,2,1,103,10312,5,8,2,,,3,2,3,6,2,5,1,9,2,7,2,2,6,2,8,5,3,3,5,2,3,1,10,3,1,1,4,1,3,1,5,3,2,1,,1000,1,166.67,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,5,2,3,1,5,2,10,3,2,1,2,2,1,"",1,1,10,3,3,,,7,2,1,1
201292687,0.892026131,26,2,1,4,401,40109,4,7,2,,,2,1,2,7,1,6,2,5,1,4,1,1,3,1,4,2,1,3,10,3,10,3,10,3,10,3,3,1,4,1,3,3,2,3,1,1000,1,142.86,1,1,1,1,2,2,2,4,2,2,2,2,1,2,1,1,1,10,3,10,3,10,3,1,1,2,99,,"",,,10,3,3,2,2,7,2,1,1
201291054,1.213248749,35,2,1,6,607,60701,2,5,2,,,2,2,3,5,1,7,2,5,1,6,2,2,5,2,8,5,3,3,1,1,1,1,3,1,1,1,4,1,4,1,1,2,2,3,1,2000,2,400,2,2,1,1,1,1,1,3,3,1,3,1,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,10,3,3,1,1,7,2,1,1
201289837,0.860527929,28,2,2,6,601,60101,2,5,2,,,2,1,2,6,1,9,2,9,2,7,2,2,1,1,5,3,2,4,3,1,5,2,5,2,8,3,4,1,4,1,5,3,2,1,1,3000,3,500,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,10,3,10,3,8,3,8,3,1,2,1,2,2,"",2,2,6,2,2,2,2,7,2,6,2
201289253,1.022567796,18,1,2,10,1001,100102,3,6,2,,,2,1,2,10,2,8,2,6,2,2,1,2,2,2,7,4,3,3,8,3,1,1,8,3,10,3,3,2,4,1,5,3,2,1,,300,1,30,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,6,2,5,2,5,2,5,2,1,2,2,1,2,"",2,2,5,2,2,2,2,7,2,5,2
201289231,1.07877567,28,2,1,15,1501,150111,1,1,1,5,5,1,1,1,7,2,9,2,7,2,10,2,2,3,1,7,4,3,4,3,1,1,1,6,2,6,2,3,2,4,1,2,3,2,1,,3000,3,428.57,2,3,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,4,1,2,1,2,1,2,1,1,1,,"",,,1,1,1,98,4,7,2,7,3
201269942,0.892026131,27,2,1,15,1506,150605,3,3,2,,,1,1,2,4,1,6,2,5,1,5,1,1,1,1,6,3,2,4,10,3,10,3,8,3,7,3,2,1,4,1,2,3,2,1,2,2500,3,625,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,8,3,8,3,8,3,8,3,1,1,1,1,5,"",5,5,8,3,3,,,7,2,8,3
201269544,0.961090505,32,2,2,15,1501,150110,1,1,1,3,3,1,1,1,3,2,7,2,99,99,99,99,,1,1,6,3,2,3,6,2,5,2,5,2,7,3,4,1,4,1,2,3,2,2,,2000,2,666.67,3,2,1,1,1,1,2,2,99,99,2,1,1,1,1,10,3,10,3,10,3,,,99,2,99,2,2,"",2,2,5,2,2,,,7,2,8,3
201268500,1.245819117,32,2,1,15,1501,150115,1,1,1,1,1,1,1,1,4,1,9,2,2,1,4,1,1,3,1,3,2,1,3,8,3,6,2,4,1,5,2,3,1,2,2,2,2,2,1,1,5000,4,1250,4,2,1,1,2,2,2,3,3,1,1,1,1,1,1,7,3,10,3,7,3,8,3,1,2,2,2,1,"",1,1,3,1,1,1,1,7,2,8,3
201268242,1.012328562,60,3,1,15,1501,150135,1,1,1,3,3,1,1,1,1,2,5,1,1,1,1,1,1,1,1,6,3,2,4,1,1,1,1,1,1,10,3,4,1,3,1,2,4,3,1,,3000,3,3000,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,5,"",5,5,1,1,1,2,2,7,2,10,3
201268064,0.906404751,48,3,1,13,1301,130101,2,2,2,,,1,1,2,5,1,7,2,5,1,4,1,1,1,1,5,3,2,4,1,1,1,1,10,3,10,3,4,1,2,2,1,3,2,2,1,3000,3,600,3,2,1,1,2,3,1,3,3,4,3,1,3,1,1,10,3,10,3,10,3,10,3,1,2,1,2,2,"",2,2,1,1,1,2,2,7,2,1,1
201268049,1.189273775,58,3,2,8,801,80101,4,7,2,,,2,2,3,2,2,2,1,1,1,1,1,1,6,2,7,4,3,3,10,3,99,99,99,99,1,1,4,1,4,1,4,1,1,1,,,,,,3,2,2,3,3,2,3,4,99,3,1,3,3,2,10,3,,,,,,,1,1,1,2,,"",,,,,,1,1,,,99,
201267775,1.170407903,28,2,2,6,608,60804,5,8,2,,,3,2,3,4,2,3,1,7,2,5,1,2,1,1,7,4,3,1,8,3,1,1,10,3,5,2,4,1,4,1,2,4,3,2,,1000,1,250,1,4,2,3,1,2,1,2,1,99,1,1,1,1,1,5,2,7,3,,,5,2,1,1,1,1,5,"",5,5,1,1,1,2,2,7,2,3,1
201267274,1.142066593,24,1,2,15,1501,150137,1,1,1,5,5,1,1,1,4,2,5,1,3,1,3,1,1,2,2,6,3,2,3,4,1,10,3,5,2,8,3,2,3,3,1,2,3,2,2,,3000,3,750,3,2,1,1,1,2,2,1,1,3,3,2,3,2,1,10,3,10,3,5,2,7,3,2,2,2,1,,"",,,6,2,2,2,2,7,2,10,3
201267162,1.232805175,53,3,1,6,607,60703,2,5,2,,,2,2,3,12,2,2,1,3,1,2,1,1,1,1,7,4,3,3,6,2,6,2,7,3,6,2,4,2,99,99,3,4,3,1,,1500,2,125,1,3,2,2,1,1,1,3,99,99,1,1,1,1,1,10,3,10,3,10,3,10,3,99,99,99,99,1,"",1,1,5,2,2,98,4,7,2,5,2
201266882,0.860527929,34,2,2,20,2007,200701,2,2,2,,,1,1,2,7,1,5,1,5,1,5,1,1,3,1,8,5,3,3,10,3,10,3,8,3,1,1,4,3,4,1,5,3,2,3,1,1500,2,214.29,1,4,2,3,2,4,1,1,4,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,2,2,7,2,99,
201266727,1.232805175,75,3,1,13,1303,130304,2,5,2,,,2,2,3,1,2,5,1,9,2,5,1,2,4,2,7,4,3,99,99,99,1,1,1,1,10,3,4,1,4,1,5,4,3,1,,800,1,800,3,2,1,1,2,3,2,99,99,99,1,1,2,1,1,10,3,10,3,10,3,10,3,1,2,1,2,5,"",5,5,1,1,1,3,3,7,2,4,1
201266383,1.213248749,34,2,1,22,2204,220404,5,8,2,,,3,2,3,4,2,4,1,2,1,2,1,1,1,1,8,5,3,3,7,3,6,2,8,3,4,1,2,99,99,99,2,,,2,,1200,2,300,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,6,2,6,2,6,2,6,2,1,1,1,1,2,"",2,2,,,,5,3,7,2,5,2
201266358,0.961090505,36,2,2,15,1501,150132,1,1,1,5,5,1,1,1,5,1,5,1,1,1,1,1,1,6,2,6,3,2,3,10,3,10,3,10,3,10,3,4,3,2,2,4,3,2,1,1,2500,3,500,2,3,2,2,1,2,2,2,2,2,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,2,2,7,2,1,1
201266177,0.892026131,26,2,1,24,2401,240102,2,2,2,,,1,1,2,4,2,9,2,2,1,1,1,1,3,1,5,3,2,3,7,3,8,3,8,3,7,3,2,2,3,1,5,3,2,2,,2500,3,625,3,2,1,1,2,2,3,3,3,1,1,1,1,1,1,7,3,5,2,5,2,10,3,2,2,2,2,2,"",2,2,7,3,3,2,2,7,2,1,1
201266126,1.232805175,43,3,1,20,2004,200406,2,2,2,,,1,2,3,4,1,5,1,5,1,5,1,1,1,1,7,4,3,3,99,99,2,1,1,1,1,1,1,1,4,1,5,4,3,2,1,1200,2,300,1,3,2,2,2,2,2,1,4,4,1,2,1,2,1,1,1,10,3,10,3,10,3,2,2,2,2,2,"",2,2,1,1,1,2,2,7,2,5,2
201266058,0.552920363,50,3,2,15,1501,150111,1,1,1,5,5,1,1,1,8,1,2,1,7,2,6,2,2,6,2,8,5,3,3,2,1,2,1,1,1,2,1,2,1,4,1,2,4,3,1,1,5000,4,625,3,4,2,3,1,2,1,4,4,2,1,1,1,1,1,4,1,3,1,5,2,10,3,1,1,2,2,2,"",2,2,8,3,3,3,3,1,1,9,3
201265329,1.232805175,40,3,1,21,2105,210501,4,7,2,,,2,2,3,5,1,5,1,5,1,5,1,1,5,2,8,5,3,5,7,3,3,1,5,2,2,1,2,1,4,1,5,4,3,2,2,1500,2,300,1,3,2,2,2,1,1,3,3,99,1,1,3,1,1,7,3,2,1,8,3,7,3,2,2,1,2,2,"",2,2,3,1,1,4,3,2,1,4,1
201264899,0.892026131,30,2,1,13,1302,130201,2,2,2,,,1,1,2,5,1,5,1,2,1,1,1,1,1,1,7,4,3,5,10,3,8,3,10,3,10,3,4,1,4,1,4,3,2,1,1,1000,1,200,1,3,2,2,3,1,1,3,3,1,3,1,1,1,1,1,1,10,3,10,3,10,3,2,2,1,2,3,"",3,3,10,3,3,2,2,7,2,99,
201264534,0.996269634,30,2,1,15,1501,150108,1,1,1,4,4,1,1,1,4,1,7,2,5,1,2,1,1,1,1,5,3,2,4,2,1,5,2,10,3,10,3,3,2,4,1,5,3,2,3,1,3000,3,750,3,2,1,1,1,1,1,2,1,3,1,1,2,1,1,8,3,8,3,2,1,8,3,2,1,2,1,2,"",2,2,1,1,1,2,2,7,2,7,3
201263783,1.012328562,40,3,1,15,1501,150106,1,1,1,3,3,1,1,1,4,2,10,2,3,1,1,1,1,1,1,5,3,2,3,2,1,5,2,8,3,10,3,4,1,4,1,2,3,2,1,,1000,1,250,1,1,1,1,3,2,1,4,2,3,1,1,2,1,1,6,2,6,2,4,1,8,3,2,2,1,1,1,"",1,1,1,1,1,2,2,7,2,5,2
201263464,0.906404751,45,3,1,5,507,50701,4,7,2,,,2,1,2,4,1,5,1,10,2,7,2,2,1,1,8,5,3,3,10,3,1,1,1,1,1,1,4,1,2,2,4,4,3,3,1,2000,2,500,2,3,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,10,3,10,3,2,2,1,2,1,"",1,1,1,1,1,3,3,1,1,1,1
201263209,0.874398828,56,3,2,20,2004,200401,2,2,2,,,1,1,2,8,2,7,2,5,1,5,1,1,4,2,6,3,2,3,10,3,10,3,7,3,10,3,4,1,2,2,5,3,2,1,,5000,4,625,3,2,1,1,1,1,1,1,1,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,1,"",1,1,8,3,3,2,2,7,2,99,
201262008,0.906404751,69,3,1,13,1301,130101,2,2,2,,,1,1,2,1,2,9,2,3,1,3,1,1,4,2,4,2,1,2,3,1,4,1,4,1,4,1,4,1,3,1,3,2,2,2,,3000,3,3000,4,2,1,1,1,1,1,1,3,1,2,1,3,1,1,10,3,9,3,8,3,8,3,2,2,2,2,1,"",1,1,3,1,1,1,1,7,2,5,2
201260535,0.976582379,68,3,2,15,701,70106,1,1,1,6,,1,1,1,9,2,3,1,9,2,5,1,2,1,1,5,3,2,3,10,3,10,3,10,3,8,3,4,99,4,1,5,2,2,1,,3000,3,333.33,2,3,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,10,3,2,1,2,1,2,2,1,"",1,1,1,1,1,5,3,7,2,10,3
201259742,0.892026131,31,2,1,13,1301,130103,2,2,2,,,1,1,2,4,1,9,2,4,1,5,1,1,1,1,4,2,1,3,5,2,6,2,4,1,9,3,4,1,3,1,2,3,2,2,1,3000,3,750,3,2,1,1,1,1,2,3,3,3,2,3,2,1,1,10,3,5,2,10,3,8,3,2,2,2,2,77,PAGAR LA DEUDA EXTERNA QUE SE ESTÁ ACUMULANDO,5,5,6,2,2,2,2,7,2,6,2
201259020,1.170407903,25,2,2,21,2111,211101,4,7,2,,,2,2,3,3,2,3,1,1,1,1,1,1,1,1,8,5,3,3,10,3,10,3,9,3,3,1,4,1,4,1,1,4,3,1,,1500,2,500,2,2,1,1,1,1,1,3,2,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,2,"",2,2,10,3,3,3,3,7,2,1,1
201258320,1.221200522,50,3,2,15,1501,150142,1,1,1,4,4,1,1,1,4,1,9,2,99,99,5,1,1,1,1,3,2,1,3,7,3,2,1,7,3,10,3,4,1,2,2,1,3,2,2,2,2000,2,500,2,2,1,1,2,2,1,2,3,2,1,1,1,1,1,7,3,8,3,7,3,8,3,2,2,1,2,4,"",4,4,3,1,1,2,2,7,2,5,2
201257873,1.183870052,22,1,1,15,1501,150106,1,1,1,3,3,1,1,1,8,2,8,2,99,99,99,99,,2,2,5,3,2,2,1,1,3,1,3,1,9,3,4,1,4,1,5,4,3,1,,3500,4,437.5,2,4,2,3,1,1,1,1,1,2,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,3,1,1,2,2,7,2,3,1
201257000,0.906404751,70,3,1,3,306,30602,4,7,2,,,2,1,2,3,2,5,1,3,1,1,1,1,1,1,8,5,3,3,10,3,10,3,10,3,10,3,3,1,2,2,5,3,2,1,,1500,2,500,2,2,1,1,4,4,4,3,4,3,3,1,2,1,2,10,3,10,3,10,3,10,3,2,1,1,1,4,"",4,4,10,3,3,2,2,1,1,10,3
201256893,0.860527929,38,2,2,13,1301,130104,2,2,2,,,1,1,2,4,1,5,1,5,1,5,1,1,6,2,8,5,3,3,10,3,10,3,10,3,1,1,3,3,4,1,3,4,3,2,1,3000,3,750,3,3,2,2,4,3,1,3,4,3,1,4,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,,"",,,10,3,3,98,4,7,2,1,1
201256831,0.906404751,46,3,1,13,1301,130101,2,2,2,,,1,1,2,4,2,5,1,3,1,2,1,1,1,1,7,4,3,3,9,3,8,3,4,1,5,2,1,3,2,2,5,4,3,3,,2000,2,500,2,4,2,3,2,2,2,2,4,2,4,2,4,4,1,3,1,4,1,9,3,5,2,1,99,1,2,2,"",2,2,3,1,1,5,3,7,2,1,1
201253375,0.906404751,64,3,1,4,407,40706,4,4,2,,,1,1,2,6,1,3,1,2,1,1,1,1,1,1,8,5,3,3,4,1,1,1,99,99,1,1,2,1,4,1,3,4,3,3,1,3500,4,583.33,3,3,2,2,3,3,1,3,4,99,1,1,1,1,1,1,1,1,1,1,1,10,3,1,2,99,99,1,"",1,1,1,1,1,4,3,2,1,1,1
201253369,0.976582379,54,3,2,15,1501,150113,1,1,1,2,2,1,1,1,4,2,6,2,5,1,5,1,1,1,1,5,3,2,4,7,3,7,3,6,2,1,1,2,1,1,2,2,4,3,3,,800,1,200,1,3,2,2,1,3,3,3,3,4,1,1,1,1,1,4,1,8,3,8,3,9,3,1,1,1,1,1,"",1,1,5,2,2,1,1,7,2,10,3
201251808,1.232805175,53,3,1,13,1310,131001,2,5,2,,,2,2,3,3,1,3,1,3,1,2,1,1,1,1,7,4,3,3,9,3,5,2,6,2,7,3,2,2,4,1,3,3,2,1,3,600,1,200,1,3,2,2,3,2,2,4,3,1,3,1,2,2,1,8,3,7,3,3,1,6,2,2,2,2,2,3,"",3,3,4,1,1,2,2,7,2,7,3
201250719,1.232805175,42,3,1,20,2005,200505,2,2,2,,,1,2,3,5,1,4,1,9,2,9,2,2,1,1,8,5,3,1,10,3,10,3,10,3,1,1,3,1,1,2,2,3,2,1,1,,,,,,,,2,3,2,4,4,99,3,2,2,1,1,10,3,10,3,10,3,10,3,2,2,99,2,77,PAGAR IMPUESTOS AL PERSONAL LABORAL,77,77,1,1,1,2,2,7,2,10,3
201250693,0.860527929,30,2,2,8,801,80108,4,7,2,,,2,1,2,4,1,7,2,2,1,2,1,1,3,1,6,3,2,3,10,3,8,3,8,3,1,1,3,1,4,1,1,3,2,1,1,2000,2,500,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,10,3,10,3,10,3,1,2,2,2,77,A LOS MÁS NECESITADOS POBRES,3,3,10,3,3,2,2,1,1,6,2
201249716,0.874398828,45,3,2,15,1510,151027,3,6,2,,,2,1,2,5,1,5,1,2,1,7,2,2,6,2,7,4,3,3,10,3,5,2,8,3,10,3,4,2,4,1,1,4,3,1,1,2500,3,500,2,3,2,2,1,1,1,1,3,3,1,1,1,1,1,9,3,7,3,10,3,8,3,1,99,2,2,1,"",1,1,7,3,3,2,2,7,2,10,3
201249111,1.022567796,19,1,2,21,2111,211101,4,7,2,,,2,1,2,4,2,8,2,4,1,3,1,1,2,2,7,4,3,3,8,3,7,3,8,3,10,3,4,1,4,1,4,4,3,2,,1000,1,250,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,10,3,10,3,10,3,10,3,1,2,2,2,2,"",2,2,4,1,1,3,3,7,2,1,1
201246482,0.976582379,49,3,2,15,1501,150142,1,1,1,4,4,1,1,1,3,2,4,1,2,1,1,1,1,5,2,5,3,2,3,7,3,3,1,8,3,10,3,3,2,3,1,2,2,2,1,,2000,2,666.67,3,2,1,1,2,2,2,2,2,1,1,1,1,1,1,10,3,5,2,10,3,6,2,2,2,2,2,2,"",2,2,5,2,2,2,2,7,2,8,3
201245573,1.189273775,40,3,2,2,218,21801,2,2,2,,,1,2,3,5,1,4,1,7,2,7,2,2,8,1,7,4,3,4,10,3,1,1,10,3,8,3,3,1,3,1,5,4,3,2,1,500,1,100,1,2,1,1,1,2,2,4,3,1,2,3,2,1,1,8,3,2,1,8,3,2,1,2,2,1,2,3,"",3,3,8,3,3,98,4,7,2,8,3
201245275,1.441706954,21,1,1,6,602,60202,2,5,2,,,2,2,3,8,1,5,1,4,1,3,1,1,1,1,8,5,3,3,2,1,4,1,8,3,10,3,4,2,2,2,5,4,3,2,1,3000,3,375,2,3,2,2,3,2,1,2,1,3,2,1,1,1,1,10,3,10,3,5,2,8,3,2,2,2,2,2,"",2,2,4,1,1,2,2,7,2,4,1
201244807,0.874398828,49,3,2,3,301,30101,4,7,2,,,2,1,2,6,2,6,2,5,1,3,1,1,3,1,8,5,3,3,10,3,1,1,10,3,1,1,2,2,4,1,2,3,2,1,,2000,2,333.33,2,3,2,2,2,1,3,1,1,99,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,1,2,1,"",1,1,1,1,1,3,3,1,1,1,1
201242836,0.874398828,48,3,2,18,1801,180101,4,4,2,,,1,1,2,2,2,7,2,1,1,1,1,1,3,1,2,1,1,3,4,1,9,3,10,3,5,2,2,1,4,1,2,3,2,1,,6000,4,3000,4,1,1,1,1,1,2,1,2,3,3,1,1,1,1,8,3,10,3,1,1,5,2,2,2,2,2,1,"",1,1,8,3,3,2,2,7,2,7,3
201241706,0.906404751,58,3,1,12,1206,120601,5,8,2,,,3,1,2,4,1,5,1,5,1,2,1,1,1,1,7,4,3,3,7,3,9,3,2,1,3,1,1,2,2,2,3,4,3,1,3,980,1,245,1,4,2,3,2,2,3,4,4,99,3,2,3,1,1,4,1,7,3,9,3,3,1,1,1,1,1,2,"",2,2,2,1,1,3,3,7,2,7,3
201241298,0.860527929,31,2,2,20,2006,200601,2,2,2,,,1,1,2,5,1,2,1,3,1,2,1,1,6,2,8,5,3,3,3,1,3,1,4,1,5,2,2,3,3,1,2,3,2,3,2,800,1,160,1,4,2,3,1,3,3,1,3,1,1,3,1,1,,10,3,5,2,10,3,5,2,2,2,2,2,3,"",3,3,5,2,2,2,2,7,2,5,2
201240672,1.057458015,65,3,2,15,1501,150103,1,1,1,5,5,1,1,1,7,2,4,1,4,1,2,1,1,6,2,7,4,3,3,1,1,1,1,5,2,1,1,4,1,4,1,5,3,2,3,,3000,3,428.57,2,4,2,3,1,1,1,3,1,3,1,1,1,1,1,10,3,10,3,10,3,10,3,2,2,2,2,77,AYUDAR A LA GENTE POBRE QUE NECESITA,3,3,10,3,3,2,2,7,2,10,3
201239669,1.232805175,65,3,1,12,1201,120134,3,6,2,,,2,2,3,2,2,1,1,3,1,4,1,1,5,2,8,5,3,3,10,3,8,3,5,2,7,3,4,1,4,1,1,4,3,3,,1000,1,500,2,3,2,2,2,3,1,4,3,2,3,1,3,1,1,1,1,1,1,10,3,3,1,1,2,2,2,1,"",1,1,10,3,3,2,2,7,2,99,
201238539,0.906404751,65,3,1,5,507,50704,4,7,2,,,2,1,2,5,2,9,2,5,1,7,2,2,4,2,5,3,2,3,1,1,1,1,7,3,1,1,2,1,4,1,1,4,3,1,,3000,3,600,3,3,2,2,3,1,1,2,2,3,2,1,1,1,1,10,3,3,1,10,3,10,3,2,2,2,2,1,"",1,1,4,1,1,3,3,1,1,5,2
201237415,0.860527929,36,2,2,8,801,80105,4,7,2,,,2,1,2,6,1,9,2,10,2,10,2,2,1,1,5,3,2,4,1,1,1,1,1,1,1,1,2,1,4,1,1,3,2,1,1,4000,4,666.67,3,3,2,2,2,1,1,2,2,1,2,2,1,2,1,10,3,1,1,10,3,10,3,2,2,1,2,2,"",2,2,1,1,1,2,2,7,2,10,3
201237371,1.183870052,23,1,1,15,1501,150132,1,1,1,5,5,1,1,1,1,2,5,1,9,2,7,2,2,6,2,6,3,2,4,5,2,8,3,3,1,10,3,4,1,4,1,5,2,2,1,,1500,2,1500,4,2,1,1,3,1,3,3,4,2,2,1,2,1,1,9,3,4,1,2,1,5,2,2,2,2,2,2,"",2,2,6,2,2,2,2,1,1,4,1
201236653,0.892026131,27,2,1,23,2301,230101,4,4,2,,,1,1,2,10,2,9,2,3,1,3,1,1,3,1,5,3,2,3,9,3,4,1,7,3,8,3,2,1,3,1,5,2,2,1,,5000,4,500,2,1,1,1,1,2,2,3,3,3,3,2,2,2,1,8,3,8,3,2,1,4,1,2,2,1,2,1,"",1,1,4,1,1,2,2,7,2,6,2
201234947,0.860527929,32,2,2,22,2206,220601,5,8,2,,,3,1,2,1,2,9,2,3,1,3,1,1,1,1,4,2,1,3,10,3,1,1,10,3,10,3,4,1,1,2,2,3,2,1,,3000,3,3000,4,2,1,1,2,2,2,2,4,4,2,2,2,2,1,10,3,1,1,10,3,10,3,2,2,2,2,1,"",1,1,10,3,3,98,4,7,2,10,3
201234926,1.245819117,25,2,1,15,1501,150114,1,1,1,2,2,1,1,1,5,2,9,2,9,2,7,2,2,1,1,3,2,1,4,3,1,10,3,7,3,10,3,4,3,4,1,5,1,1,1,,12000,4,2400,4,2,1,1,1,1,1,2,1,4,1,1,2,1,1,8,3,9,3,5,2,10,3,2,1,2,2,2,"",2,2,5,2,2,2,2,7,2,10,3
201233021,0.892026131,25,2,1,6,609,60901,5,8,2,,,3,1,2,4,2,9,2,2,1,1,1,1,1,1,2,1,1,3,10,3,5,2,10,3,5,2,1,3,4,1,2,3,2,1,,2000,2,500,2,1,1,1,3,3,3,4,4,4,4,2,2,2,1,6,2,2,1,1,1,1,1,2,2,2,2,6,"",5,5,2,1,1,7,3,7,2,10,3
201231487,0.906404751,60,3,1,6,608,60805,5,8,2,,,3,1,2,3,2,3,1,4,1,1,1,1,1,1,7,4,3,3,1,1,10,3,10,3,10,3,2,1,3,1,5,2,2,1,,200,1,66.67,1,4,2,3,2,1,1,3,4,2,1,3,3,3,1,10,3,10,3,1,1,1,1,2,2,2,99,6,"",5,5,10,3,3,1,1,7,2,10,3
201210490,0.860527929,25,2,2,4,401,40107,4,7,2,,,2,1,2,5,2,8,2,99,99,9,2,2,3,1,5,3,2,3,5,2,5,2,7,3,10,3,3,1,4,1,2,2,2,1,,3000,3,600,3,2,1,1,2,2,1,3,3,3,2,1,3,2,2,6,2,8,3,2,1,7,3,1,2,1,2,1,"",1,1,1,1,1,2,2,7,2,5,2
201210328,0.906404751,47,3,1,22,2201,220105,5,8,2,,,3,1,2,3,1,5,1,3,1,2,1,1,1,1,8,5,3,4,4,1,7,3,10,3,6,2,2,3,1,2,1,3,2,3,1,800,1,266.67,1,3,2,2,3,4,1,4,4,4,4,4,3,1,1,10,3,10,3,10,3,10,3,2,2,1,2,2,"",2,2,10,3,3,1,1,7,2,1,1
201209806,0.874398828,40,3,2,21,2101,210101,4,7,2,,,2,1,2,4,1,4,1,5,1,3,1,1,3,1,7,4,3,1,10,3,10,3,7,3,10,3,2,2,4,1,2,4,3,1,1,400,1,100,1,4,2,3,99,1,2,2,2,1,2,1,2,1,2,8,3,10,3,8,3,8,3,2,99,2,2,,"",,,8,3,3,4,3,2,1,7,3
201209165,1.022567796,22,1,2,15,1505,150501,3,3,2,,,1,1,2,5,2,8,2,9,2,5,1,2,3,1,4,2,1,2,3,1,3,1,3,1,8,3,4,2,2,2,5,3,2,1,,2000,2,400,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,7,3,6,2,3,1,7,3,2,2,2,2,2,"",2,2,4,1,1,2,2,7,2,8,3
201208804,0.976582379,58,3,2,15,1501,150132,1,1,1,5,5,1,1,1,8,2,3,1,7,2,5,1,2,6,2,5,3,2,3,10,3,1,1,10,3,5,2,4,3,4,1,2,2,2,1,,2000,2,250,1,3,2,2,3,1,1,1,99,1,1,1,1,1,1,1,1,1,1,10,3,1,1,1,1,1,1,77,A LOS PEQUEÑOS EMPRESARIOS,77,77,1,1,1,3,3,1,1,1,1
201208766,1.189273775,40,3,2,6,601,60101,2,5,2,,,2,2,3,5,1,5,1,5,1,5,1,1,1,1,7,4,3,5,10,3,10,3,8,3,9,3,2,2,2,2,5,1,1,3,1,4000,4,800,3,2,1,1,4,3,99,3,3,3,3,3,3,3,,3,1,10,3,10,3,8,3,99,99,99,99,,"",,,8,3,3,1,1,,,6,2
